Transaction ID,Customer ID,Transaction Amount,Transaction Date,Payment Method,Product Category,Quantity,Customer Age,Customer Location,Device Used,IP Address,Shipping Address,Billing Address,Is Fraudulent,Account Age Days,Transaction Hour
db388384-6371-48a3-a372-9bf1aa3c3419,68823365-3f73-436e-8e35-8476045994a9,328.31,2024-02-29 20:11:32,PayPal,electronics,5,40,Kingport,tablet,174.158.59.45,"52173 William Fall Suite 835
Jamesland, KS 83954","USNV Smith
FPO AA 87581",0,38,20
e1e7d8c2-57eb-4db4-aec5-92791b7a7791,216e0ec4-9dfd-4024-99a2-decd3174ea03,103.45,2024-01-27 21:10:15,debit card,clothing,3,41,Rayhaven,mobile,181.212.58.75,"889 Robert Rest
East Davidview, HI 23818","889 Robert Rest
East Davidview, HI 23818",0,217,21
867a0481-d8a5-45f0-8bdf-999d1fec9149,5c785150-d80c-4247-8a09-fb7b7dd31637,69.33,2024-03-12 02:15:15,bank transfer,clothing,4,10,Lindseyburgh,tablet,8.44.247.55,"331 Ross Glen
Port Kimberly, MI 76198","331 Ross Glen
Port Kimberly, MI 76198",0,237,2
5a294fa0-185b-40c5-a040-07ee7517e999,0531a5a2-6d06-4af0-9d9f-24e8729ae0ed,226.74,2024-01-03 17:08:08,credit card,home & garden,3,37,Charleschester,mobile,27.10.12.123,"765 Jessica Vista Suite 357
East Joelhaven, AZ 73348","765 Jessica Vista Suite 357
East Joelhaven, AZ 73348",0,156,17
5141540e-4755-4078-8d63-9e08d6574256,66cd8960-0065-4a02-81c0-6de27609bddf,279.89,2024-02-17 01:45:34,debit card,health & beauty,5,24,Kimberlyfurt,desktop,139.37.0.254,"072 Patrick Corner
Wrightshire, CO 41999","9609 Scott Street Suite 140
Anthonyland, CO 32418",0,186,1
97cbd0c7-e8c0-4396-91aa-a5c162754818,d85da60b-0f6f-4f0f-bd7b-509a46bb1ae4,78.4,2024-03-17 22:55:07,PayPal,home & garden,3,22,North Jon,desktop,2.163.79.175,"6716 John Green Apt. 241
New Alexanderhaven, DC 13564","6716 John Green Apt. 241
New Alexanderhaven, DC 13564",0,356,22
418e1403-29fb-4e8b-a3f8-1f3f74bef679,2ec1f5ab-690b-4bb2-815c-150b6e4abe8b,252.24,2024-02-29 07:18:34,debit card,clothing,1,42,North Laceystad,mobile,167.161.56.219,"72326 Richards Place
West Emilyfort, MI 27205","64415 Melanie Row Apt. 652
Josephborough, ID 25498",0,105,7
0546dd6a-a851-47a3-a4b0-7c262a633526,7c66ea2a-d222-453a-99d2-117b12df3025,154.54,2024-03-03 04:52:10,debit card,clothing,4,36,North Crystal,desktop,34.25.206.162,"194 Thomas Greens Suite 908
Melvinville, VT 43484","194 Thomas Greens Suite 908
Melvinville, VT 43484",0,338,4
860ccbdd-7a60-4c8e-894b-4e0290dfe2fa,241ffb1e-5770-4fd3-9b73-2e48680d65c3,963.86,2024-01-15 05:42:40,credit card,health & beauty,4,49,North Tammy,mobile,25.68.41.97,"1439 Christie Summit Apt. 083
South Tracymouth, RI 46764","1439 Christie Summit Apt. 083
South Tracymouth, RI 46764",0,179,5
9744d288-e846-480f-aaf8-10be2442942c,bcf1ea24-844a-4e39-9e9d-df818ee76568,310.3,2024-02-24 04:14:29,PayPal,health & beauty,3,38,New Edwinfort,mobile,35.244.161.127,"533 Andrew Forges
Port Stephen, FL 05100","533 Andrew Forges
Port Stephen, FL 05100",0,111,4
231bc768-3c53-4677-b12a-bb666b64824a,adfe4962-e464-4294-9a3c-21cd48e910a6,378.39,2024-02-06 12:34:06,credit card,electronics,1,22,New Brandonview,tablet,190.35.209.81,"2579 Holt Inlet Suite 797
Lake Kristin, AS 24803","PSC 3986, Box 6771
APO AA 31511",0,33,12
5394a385-c931-4976-b15b-78342451b9b0,ec797e3b-1ea6-4407-9bb0-fe92156eb34d,20.77,2024-01-07 12:46:23,PayPal,home & garden,2,32,Port Julie,mobile,124.254.133.71,"6681 Lori Spring
New Elizabeth, OH 97600","6681 Lori Spring
New Elizabeth, OH 97600",0,226,12
449b95d3-b619-454b-b6af-af14fe4abdd8,65e8195d-1300-495a-aadf-c2ce2c41ab81,231.33,2024-02-12 13:22:21,debit card,electronics,4,18,West Meghan,mobile,35.243.96.72,"725 Mitchell Curve
New Kimberly, NM 47534","725 Mitchell Curve
New Kimberly, NM 47534",0,334,13
1d87af25-ed95-4069-bf40-5c2e55b1d95c,cb65fa86-c2c5-4412-8164-b7cde61a6f5a,141.96,2024-02-06 22:19:34,PayPal,home & garden,3,30,Harrisstad,desktop,24.254.243.76,"4162 Black Place Apt. 427
Leeview, WV 46133","4162 Black Place Apt. 427
Leeview, WV 46133",0,286,22
e3f3f0e3-bf7b-4ffc-bdc6-6746ff89d952,312a6ad9-8e92-4c7c-8d88-42114e7e8603,244.61,2024-02-29 06:12:06,PayPal,health & beauty,4,26,Judithchester,tablet,74.110.53.86,"5983 Smith Harbors Apt. 486
West Adammouth, NJ 28837","5983 Smith Harbors Apt. 486
West Adammouth, NJ 28837",0,85,6
2b70b43f-4b5c-4808-a9bb-92f5469b4eb1,238755fd-72ec-4f46-b14c-de188e08a5d8,281.19,2024-01-12 22:35:37,credit card,clothing,3,35,New Danielleland,tablet,25.211.240.4,"431 Vargas Estates Apt. 711
Gordonview, PA 97712","431 Vargas Estates Apt. 711
Gordonview, PA 97712",0,103,22
6b6f9b16-528c-4d32-a678-51c88138a9ab,b708f42f-235b-4042-a4b6-693e14243abc,606.01,2024-01-11 19:59:46,PayPal,clothing,2,33,West Jennifer,mobile,138.215.45.35,"37974 Cynthia Inlet
Salazarhaven, GU 83449","37974 Cynthia Inlet
Salazarhaven, GU 83449",0,285,19
0ed1ed46-e8c9-4ece-b65f-ce7de14cc617,9f084e51-6a36-4991-94f2-1c56870b796f,485.36,2024-02-29 13:33:12,debit card,health & beauty,1,43,Jacksonburgh,desktop,91.23.132.124,"639 Jones Springs
South Jenniferport, SC 74753","639 Jones Springs
South Jenniferport, SC 74753",0,4,13
32c65048-acac-46eb-8bb4-92eadc998660,248ec97d-478b-480f-a5b1-093ee9c3230b,254.5,2024-04-02 19:56:25,credit card,home & garden,3,29,Samuelmouth,desktop,47.114.185.26,"28019 David Lodge Apt. 052
Angelaberg, ND 73292","28019 David Lodge Apt. 052
Angelaberg, ND 73292",1,25,19
2b9e1bf9-7fd6-4a6b-bb9e-11e7f47a1a86,e977ba0a-ff50-4204-9f5b-571f4935969a,518.31,2024-01-08 11:55:13,credit card,health & beauty,4,38,North Samuelhaven,desktop,222.115.168.184,"5090 Scott Centers Apt. 105
Riversfurt, ID 30029","5090 Scott Centers Apt. 105
Riversfurt, ID 30029",0,285,11
d87db270-1a49-4229-81c6-d814bc7d3d3e,a3c5db75-74eb-488a-8e26-030c0d238b6c,10.88,2024-02-08 20:49:04,bank transfer,home & garden,3,31,East Susanburgh,desktop,53.141.89.96,"40168 Hunt Villages
Lake Benjaminfort, CA 24039","40168 Hunt Villages
Lake Benjaminfort, CA 24039",0,52,20
f0f26183-24b8-48ba-a72c-d0139ba9c30c,44b79f8b-a46e-4a37-840d-b2f49edd9e2a,91.61,2024-02-29 09:42:41,PayPal,toys & games,5,38,Stephanieburgh,tablet,13.100.105.198,"0240 Barbara Port Apt. 859
East Graceberg, NY 36181","0240 Barbara Port Apt. 859
East Graceberg, NY 36181",0,123,9
269d888c-061e-480d-baa4-2942f95035a6,0667dc61-7102-419d-8952-9317300bed31,348.45,2024-01-25 12:08:52,debit card,clothing,5,44,East Kevin,tablet,143.156.202.148,"13460 Terry Rue
Port Bailey, CO 11051","13460 Terry Rue
Port Bailey, CO 11051",0,113,12
1ccbfbd4-48e2-4d88-a244-b6900fd2cc8f,978c38cf-0bf0-4506-b56e-8347657f4f8e,156.03,2024-02-18 23:22:20,PayPal,electronics,2,23,Port Carlachester,tablet,191.18.141.11,"3560 Curtis Mountain Suite 239
Lake Anthony, WI 41331","3560 Curtis Mountain Suite 239
Lake Anthony, WI 41331",0,109,23
d76ab5c0-5e5f-4e82-8074-8ad2e655d9c0,b713b0cf-23fc-473c-9ce7-1b73b88441fc,109.21,2024-03-16 09:54:47,debit card,home & garden,4,55,Ortizville,tablet,17.201.21.160,"48222 Jill Trace Suite 749
West Rossstad, MO 77282","48222 Jill Trace Suite 749
West Rossstad, MO 77282",0,43,9
e3bb62e6-6a4b-4986-a38f-53ced7028f61,871b497e-17f0-4b94-9eb9-99800b341666,389.97,2024-02-16 06:06:06,credit card,toys & games,2,27,Carolbury,desktop,95.166.141.228,"PSC 6080, Box 1213
APO AE 03776","980 John Crossing
West Anita, VI 67435",0,20,6
bea1990c-77e2-4f6f-bd07-d8e56cf3491e,bcc60908-eab5-46af-a946-d3933dc6273d,181.3,2024-01-11 11:47:02,debit card,toys & games,5,46,South Shawnview,mobile,52.180.47.67,"452 Morris Junction
Adamstown, OH 66177","452 Morris Junction
Adamstown, OH 66177",0,52,11
7c7e907c-9d2b-4ca9-9c47-640be9397d6b,beac5ef5-2188-4bf0-a148-e021c3711284,386.29,2024-02-08 01:23:12,credit card,toys & games,3,43,Russellburgh,mobile,75.82.136.83,"Unit 6431 Box 8722
DPO AA 93786","Unit 6431 Box 8722
DPO AA 93786",0,283,1
538b6499-6327-4d54-8be4-90d25136e7fb,702d5e73-1ea9-4ec8-8cd8-6f8936b9496b,32.27,2024-02-26 08:32:51,credit card,toys & games,4,43,New Barbara,mobile,61.180.58.70,"Unit 5177 Box 4444
DPO AP 39671","Unit 5177 Box 4444
DPO AP 39671",0,229,8
363e60c4-3a76-492b-9bfc-e47f20e75063,ff8d7f86-3052-46a9-a5f5-e51bac63d651,136.51,2024-02-03 02:59:53,credit card,clothing,1,32,Loganchester,desktop,169.209.115.166,"2652 Howard Inlet
Lake Johnberg, PR 30353","2652 Howard Inlet
Lake Johnberg, PR 30353",0,103,2
3fe7c930-0df3-436c-b6f2-64e87acb4ad9,35252ac9-a3a7-4ce1-abe2-9570d79e491a,65.33,2024-03-13 17:28:50,bank transfer,clothing,4,36,Natalieburgh,tablet,7.192.188.72,"Unit 7622 Box 6596
DPO AE 41741","Unit 7622 Box 6596
DPO AE 41741",0,127,17
6f699b70-44fa-48b6-98ec-43224e266588,5d6a4eb9-6be6-413b-85a7-6d230a2bdec5,497.93,2024-01-14 09:02:19,credit card,health & beauty,1,21,Hectorton,mobile,219.233.128.192,"81119 Castillo Creek Suite 959
Deantown, NM 12593","81119 Castillo Creek Suite 959
Deantown, NM 12593",0,72,9
723aa709-c611-445d-b4a5-d87f7bc6c466,787196a9-a5ad-4d41-abf9-cfe95168a5ab,385.33,2024-03-01 06:13:20,bank transfer,electronics,4,3,North Taylortown,tablet,145.39.137.68,"969 Wall Drive
Davidville, MN 96858","969 Wall Drive
Davidville, MN 96858",0,101,6
87debbc4-9756-437d-bf93-22400327ebd0,0cbc2cc6-9e0f-4ffe-af57-ebace941fdd6,446.75,2024-03-16 08:38:15,debit card,clothing,4,52,Lake Jonathan,mobile,109.106.3.208,"USCGC Wheeler
FPO AA 47176","USCGC Wheeler
FPO AA 47176",0,189,8
0839be61-cff7-4485-844f-7cc18a889a10,edcc60e4-169d-4253-a755-52153736350f,323.94,2024-03-02 16:33:07,PayPal,health & beauty,1,24,Nicholaschester,tablet,94.165.123.77,"677 Ryan Estates
Lake Jenniferhaven, MP 01460","677 Ryan Estates
Lake Jenniferhaven, MP 01460",0,145,16
673e5244-ca0b-49aa-a034-4ef1132f48f7,3c1e4f1a-6825-4cfc-86aa-1652daee3c82,110.37,2024-03-07 06:37:39,credit card,toys & games,2,36,South Meganton,tablet,50.21.84.216,"7277 Daniel Crossing Suite 234
New Kathyland, OH 71310","7277 Daniel Crossing Suite 234
New Kathyland, OH 71310",0,264,6
cd7aa042-115d-4189-82c8-7691aa0f72f9,d2570d42-6d65-4f26-812e-17f04e75cec7,608.54,2024-03-18 00:48:11,bank transfer,electronics,1,26,Davisborough,tablet,56.234.168.155,"5210 Peterson Pines
Lisaville, CO 41733","5210 Peterson Pines
Lisaville, CO 41733",0,264,0
bae04aa9-3cdb-4b91-ac08-2401e3b002d8,82d6f342-50c3-4638-89da-86c3273e6d68,69.28,2024-03-03 21:08:12,credit card,home & garden,2,36,Paigeville,mobile,92.56.54.126,"0594 Hanson Crest
New Melanie, WA 41089","0594 Hanson Crest
New Melanie, WA 41089",0,196,21
97be0956-33c2-46fa-9b97-314cd86dfa9a,3301ed38-1fb5-463e-9d9a-e8d72494a500,93.9,2024-02-16 11:37:00,debit card,health & beauty,5,44,Port Melissa,tablet,68.33.122.193,"696 John Row
Matthewstad, HI 25758","696 John Row
Matthewstad, HI 25758",0,84,11
376a8eba-082a-48a3-81c9-0a55eeb428ef,2399f0fe-d68a-4aa0-9065-6fed1e9a43cf,157.04,2024-03-06 15:59:37,bank transfer,toys & games,2,29,West Erinburgh,desktop,84.209.180.135,"60955 Hall Club Apt. 938
New Benjaminfurt, MI 80428","60955 Hall Club Apt. 938
New Benjaminfurt, MI 80428",0,168,15
f12eb2fe-2231-4e70-9b33-546c2a74abcd,347ef4f9-c2c5-494a-87d6-343f245c1b79,32.29,2024-03-13 08:09:49,credit card,clothing,2,16,South Michelleshire,tablet,73.228.21.226,"1614 Powell Rapid
Ivanstad, CO 26533","1614 Powell Rapid
Ivanstad, CO 26533",0,42,8
d6420335-29f8-421a-b116-93aca0ca9acc,18238c1e-617d-4b8f-ae8d-5914ff303b4c,50.88,2024-03-07 10:35:13,credit card,toys & games,4,46,East Marcusbury,tablet,145.31.106.251,"557 Carrillo Street
Jocelynstad, ID 09977","557 Carrillo Street
Jocelynstad, ID 09977",0,107,10
0d4265f5-ee50-4ebb-b998-97f83681e9f6,00d1e36b-5de4-4468-bf9a-bab319d9cbe2,79.23,2024-01-29 20:41:56,bank transfer,toys & games,5,25,South David,desktop,49.168.0.242,"1875 Lisa Divide Suite 459
New James, AS 94403","1875 Lisa Divide Suite 459
New James, AS 94403",0,333,20
e1312f3b-885f-4560-b9e2-df08ba39031a,3eac03f3-244f-461b-8b3f-bb475fbfba9a,234.79,2024-02-08 13:53:50,PayPal,clothing,2,31,Danielville,tablet,193.238.87.156,"415 Welch Ridges Apt. 979
Mcintyrefort, NJ 54932","415 Welch Ridges Apt. 979
Mcintyrefort, NJ 54932",0,6,13
f6e04189-efaf-4778-9181-16dd8ed683e5,a66a9b77-96b4-4c85-bf1c-fa33f2c6cbe1,179.76,2024-01-27 07:07:54,debit card,health & beauty,1,30,Monicaland,tablet,171.207.98.27,"846 Gary Forest
Lake Terrance, MD 28118","004 Jasmine Walks
Katelynview, VA 88181",0,292,7
d2a998da-d540-45f2-8e40-c118e96e1930,f32c2c0f-2a81-48bf-86bf-701a87e22958,299.84,2024-03-23 06:15:49,credit card,electronics,5,26,Millerland,desktop,73.119.175.120,"853 Payne Shoal Suite 163
West Robert, AS 91658","853 Payne Shoal Suite 163
West Robert, AS 91658",0,363,6
b9dadd50-ad50-4abe-87c6-e1e49863c617,aa39283d-aa8f-4c01-8781-f3035405300b,388.91,2024-04-01 12:44:38,bank transfer,clothing,4,20,West Lindsey,tablet,201.218.230.32,"11760 Hernandez Plaza Suite 829
Deborahberg, AK 39217","11760 Hernandez Plaza Suite 829
Deborahberg, AK 39217",0,239,12
1988412e-253f-4164-915c-41dc33e50d0d,ebefa359-f54e-47ac-ac0c-9081a5552a04,37.1,2024-02-12 02:03:43,bank transfer,home & garden,4,31,Alvarezview,desktop,168.235.211.150,"1237 Diane Flats
Lake Gregory, MS 03316","1237 Diane Flats
Lake Gregory, MS 03316",0,103,2
d16321f2-034e-4a03-8422-bfe33e7fff54,a2d950c0-baf9-4af9-a674-7e38820f9dea,26.93,2024-03-25 18:31:03,debit card,clothing,4,46,Port Danielview,mobile,47.229.240.115,"2451 Samuel Glen
Goodwinborough, MN 66222","2451 Samuel Glen
Goodwinborough, MN 66222",0,112,18
787d3b1e-aaa5-4ad1-8114-81d9266c65e9,cd679546-4540-4919-9507-a8c8091a1875,52.07,2024-02-18 08:39:03,PayPal,health & beauty,2,44,New Zacharyhaven,tablet,137.43.97.75,"04768 Ruiz Via
Lake Christinastad, PR 59024","04768 Ruiz Via
Lake Christinastad, PR 59024",0,351,8
e46bd315-2f2a-4f2e-a1ac-15bcf3611fd9,0e0e0104-4d00-4b0a-ae52-a628135be0f3,155.68,2024-03-08 05:31:03,PayPal,clothing,4,13,South Anthonyhaven,desktop,106.192.91.238,"5382 Lee Summit
Robertfurt, MN 24932","5382 Lee Summit
Robertfurt, MN 24932",0,39,5
b84c18b3-5748-4ce0-8121-05c5fa18b5c9,8f0268ba-05f1-4c3c-8937-4f68d92f14d5,171.69,2024-03-25 19:22:28,bank transfer,electronics,2,34,Bradleyview,mobile,208.161.219.181,"115 Duane Fort Apt. 732
Hughesville, ME 40679","115 Duane Fort Apt. 732
Hughesville, ME 40679",0,168,19
fc58a9a5-ad74-4480-bcfd-dbbde5992dd8,e2cfd08b-2d5c-4889-9dba-821467d79947,103.34,2024-01-05 04:06:11,credit card,toys & games,5,31,North Stephanieshire,tablet,62.201.176.58,"4782 Jennifer Stream Apt. 447
Dustinville, SC 88019","4782 Jennifer Stream Apt. 447
Dustinville, SC 88019",1,346,1
a24c6c0d-11fd-4984-827d-f8e2b025a445,be8b4ef3-d8dd-460c-be4c-eb42b892e284,106.98,2024-01-08 07:48:36,PayPal,toys & games,1,32,Johnmouth,tablet,178.189.215.76,"148 Brandon Vista Suite 586
East Michaelton, PR 14620","148 Brandon Vista Suite 586
East Michaelton, PR 14620",0,46,7
f07bf07e-66b4-42d0-96b0-18c78a26edcb,410ef246-047c-4c9c-aedb-67382e7268da,217.26,2024-04-03 08:05:43,credit card,electronics,3,31,Smithborough,mobile,56.100.151.122,"6384 Hernandez Parks Suite 641
Carlafurt, MH 12746","6384 Hernandez Parks Suite 641
Carlafurt, MH 12746",0,95,8
ac98adc2-6de7-4307-955c-e0e0d014c97e,7a8706a3-992a-41b8-b830-c4aa48b4f60e,539.92,2024-03-20 12:10:33,PayPal,clothing,3,34,Grahamton,mobile,32.60.193.191,"55961 Patrick Ports Apt. 675
New Williambury, AK 72171","55961 Patrick Ports Apt. 675
New Williambury, AK 72171",0,47,12
26834c51-a0a1-47e1-a607-fe6dca493367,3d92b2dd-e3f1-40b2-b6b4-2afb5deecc8a,325.26,2024-03-22 17:02:22,debit card,health & beauty,3,22,Port Brenda,tablet,107.77.14.115,"6731 Chavez Path Apt. 535
New Susanside, CA 37387","6731 Chavez Path Apt. 535
New Susanside, CA 37387",0,234,17
6dd2f1af-56b4-4f17-bfde-7665dd248c9b,e7ead628-ba0e-477f-956c-573cdaca3ea9,300.5,2024-01-16 05:43:39,PayPal,clothing,5,14,Lake Jacob,desktop,83.228.119.92,"80500 John Forges Apt. 999
East Lindamouth, NE 75563","80500 John Forges Apt. 999
East Lindamouth, NE 75563",0,281,5
10251d98-b9d5-46af-9c60-fccf2be11061,0d9df03b-d83f-477b-8779-a663e6b52801,122.03,2024-01-21 02:58:58,PayPal,health & beauty,2,43,Hartmanport,mobile,186.45.155.146,"0582 Gallegos Parkways
West Elizabeth, NV 14663","0582 Gallegos Parkways
West Elizabeth, NV 14663",0,111,2
df29fcec-3da8-4792-a400-4866af48a7f1,02799a6f-54b9-40b0-b2ee-19adda7a2ec4,105.75,2024-01-05 10:00:59,debit card,home & garden,5,37,North Carl,mobile,138.54.204.164,"PSC 3440, Box 8747
APO AE 10996","PSC 3440, Box 8747
APO AE 10996",0,221,10
1ca5ddea-a39b-40e3-bc15-8c8e0d5269f0,fdeb983f-bf2d-4ba7-afdc-2bb986268012,136.99,2024-03-26 07:44:45,credit card,electronics,2,29,Johnberg,mobile,152.157.184.102,"47236 Alexander Mountains
New Angelamouth, CT 43218","47236 Alexander Mountains
New Angelamouth, CT 43218",0,171,7
